qID,Q0,DocID,Rank,Sim_Val,Sys_Name,Precision,Recall
1,Q0,CACM-1591,1,0.19676388979613835,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1844,2,0.18677948510907832,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1033,3,0.17738097798605085,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-3048,4,0.17737814009993977,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1680,5,0.1668696694514475,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2542,6,0.16292642942809607,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1519,7,0.1565432571835704,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1161,8,0.1453791226626301,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2535,9,0.1407865501199003,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2560,10,0.14060400498122816,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2622,11,0.13922228130223793,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-0585,12,0.13309993646526694,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1506,13,0.13060426952493503,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2054,14,0.1303139132938252,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-2948,15,0.12901899859434143,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1381,16,0.12895038949425572,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1750,17,0.12802049796161608,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1962,18,0.12527511391549148,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1956,19,0.1226924900040112,ROCCHIO_COSINE_SIM,0.0,0.0
1,Q0,CACM-1605,20,0.12216143030835233,ROCCHIO_COSINE_SIM,0.05,0.2
1,Q0,CACM-2947,21,0.12129430147198371,ROCCHIO_COSINE_SIM,0.05,0.2
1,Q0,CACM-1534,22,0.1200285328906504,ROCCHIO_COSINE_SIM,0.05,0.2
