qID,Q0,DocID,Rank,Sim_Val,Sys_Name,Precision,Recall
1,Q0,CACM-1591,1,0.16446641668080106,COSINE_SIM,0.0,0.0
1,Q0,CACM-1033,2,0.15001467426009593,COSINE_SIM,0.0,0.0
1,Q0,CACM-1519,3,0.13717051734058414,COSINE_SIM,0.0,0.0
1,Q0,CACM-2542,4,0.13533771362872435,COSINE_SIM,0.0,0.0
1,Q0,CACM-1680,5,0.13276041792841464,COSINE_SIM,0.0,0.0
1,Q0,CACM-3048,6,0.12713140245207263,COSINE_SIM,0.0,0.0
1,Q0,CACM-1844,7,0.12365913199353801,COSINE_SIM,0.0,0.0
1,Q0,CACM-1161,8,0.11828986035377216,COSINE_SIM,0.0,0.0
1,Q0,CACM-2948,9,0.10673235086093805,COSINE_SIM,0.0,0.0
1,Q0,CACM-2560,10,0.10477983643890386,COSINE_SIM,0.0,0.0
1,Q0,CACM-1264,11,0.10450088328808438,COSINE_SIM,0.0,0.0
1,Q0,CACM-1506,12,0.09843715906523362,COSINE_SIM,0.0,0.0
1,Q0,CACM-0585,13,0.09688654487867863,COSINE_SIM,0.0,0.0
1,Q0,CACM-1605,14,0.09655540715301598,COSINE_SIM,0.07,0.2
1,Q0,CACM-3012,15,0.09331137109195005,COSINE_SIM,0.07,0.2
1,Q0,CACM-1750,16,0.09116854118425695,COSINE_SIM,0.06,0.2
1,Q0,CACM-1571,17,0.09097241298286352,COSINE_SIM,0.06,0.2
1,Q0,CACM-1885,18,0.09092204333505685,COSINE_SIM,0.06,0.2
1,Q0,CACM-3023,19,0.09054014282525598,COSINE_SIM,0.05,0.2
1,Q0,CACM-2535,20,0.08853701181253491,COSINE_SIM,0.05,0.2
1,Q0,CACM-2371,21,0.08681826547117996,COSINE_SIM,0.05,0.2
1,Q0,CACM-1195,22,0.08667613851793053,COSINE_SIM,0.05,0.2
1,Q0,CACM-2947,23,0.08623727642256328,COSINE_SIM,0.04,0.2
1,Q0,CACM-2054,24,0.08603637210538291,COSINE_SIM,0.04,0.2
1,Q0,CACM-1827,25,0.08466639571345358,COSINE_SIM,0.04,0.2
1,Q0,CACM-2878,26,0.08458362279594892,COSINE_SIM,0.04,0.2
1,Q0,CACM-2622,27,0.08454052315418767,COSINE_SIM,0.04,0.2
1,Q0,CACM-0252,28,0.08300129087932127,COSINE_SIM,0.04,0.2
1,Q0,CACM-1315,29,0.07727905181486483,COSINE_SIM,0.03,0.2
1,Q0,CACM-1108,30,0.07633130935694382,COSINE_SIM,0.03,0.2
1,Q0,CACM-1534,31,0.07521598943711662,COSINE_SIM,0.03,0.2
1,Q0,CACM-1956,32,0.07447158280622707,COSINE_SIM,0.03,0.2
1,Q0,CACM-3137,33,0.07379604889789004,COSINE_SIM,0.03,0.2
1,Q0,CACM-1505,34,0.0722193291091534,COSINE_SIM,0.03,0.2
1,Q0,CACM-2951,35,0.07168708615283985,COSINE_SIM,0.03,0.2
1,Q0,CACM-2344,36,0.07116575086890402,COSINE_SIM,0.03,0.2
1,Q0,CACM-2984,37,0.07093188361048132,COSINE_SIM,0.03,0.2
1,Q0,CACM-1962,38,0.07026995538743804,COSINE_SIM,0.03,0.2
1,Q0,CACM-1170,39,0.07022868347424281,COSINE_SIM,0.03,0.2
1,Q0,CACM-1938,40,0.06961755227536434,COSINE_SIM,0.03,0.2
1,Q0,CACM-2153,41,0.06928327609201629,COSINE_SIM,0.02,0.2
1,Q0,CACM-1811,42,0.06926197524417058,COSINE_SIM,0.02,0.2
1,Q0,CACM-1226,43,0.06925321803814195,COSINE_SIM,0.02,0.2
1,Q0,CACM-1642,44,0.06911029232051412,COSINE_SIM,0.02,0.2
1,Q0,CACM-1482,45,0.06889002113709913,COSINE_SIM,0.02,0.2
1,Q0,CACM-1034,46,0.06844162326457628,COSINE_SIM,0.02,0.2
1,Q0,CACM-2357,47,0.06811456210393244,COSINE_SIM,0.02,0.2
1,Q0,CACM-2893,48,0.06801299888950742,COSINE_SIM,0.02,0.2
1,Q0,CACM-1381,49,0.06703435102654637,COSINE_SIM,0.02,0.2
1,Q0,CACM-1238,50,0.0670169389561138,COSINE_SIM,0.02,0.2
1,Q0,CACM-2950,51,0.06696077166204503,COSINE_SIM,0.02,0.2
1,Q0,CACM-1657,52,0.06682609120096278,COSINE_SIM,0.02,0.2
1,Q0,CACM-0971,53,0.06654436809672343,COSINE_SIM,0.02,0.2
1,Q0,CACM-2188,54,0.06639642455052527,COSINE_SIM,0.02,0.2
1,Q0,CACM-1236,55,0.06616993590920092,COSINE_SIM,0.02,0.2
1,Q0,CACM-0414,56,0.06551518624027092,COSINE_SIM,0.02,0.2
1,Q0,CACM-1163,57,0.0650335530631914,COSINE_SIM,0.02,0.2
1,Q0,CACM-2390,58,0.06457216363574948,COSINE_SIM,0.02,0.2
1,Q0,CACM-1412,59,0.06402764374359232,COSINE_SIM,0.02,0.2
1,Q0,CACM-2621,60,0.0635241472669887,COSINE_SIM,0.02,0.2
